ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,MISSION_DATE,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE
"
5509",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Supply and personnel,,BT 9536,52SBH9536,38.24866N, 126.65730E,,,13,500 GP,Radar,,162022I,Close support,17500 - 18500,,,Instantaneous,Instantaneous,6500,EXETER
"
5510",666,16-52,98th Bomb Wing,1/16/52,B-29,1,,,,,Supply and personnel,,BT 9833,52SBH9833,38.22232N, 126.69241E,,,14,500 GP,Radar,,161836I,Close support,17500 - 18500,,Secondary explosions were observed.,Instantaneous,Non-delay,7000,EXETER
"
5511",666,16-52,98th Bomb Wing,1/16/52,B-29,1,,,,,Fuel and barracks area,,BT 9541,52SBH9541,38.29368N, 126.65585E,,,14,500 GP,Radar,,161914I,Close support,17500 - 18500,,3 secondary explosions were observed.,Instantaneous,Instantaneous,7000,EXETER
"
5512",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Fuel and barracks area,,BT 9940,52SBH9940,38.28558N, 126.70184E,,,14,500 GP,Radar,,161929I,Close support,17500 - 18500,,2 secondary explosions were observed.,Instantaneous,Instantaneous,7000,EXETER
"
5513",666,16-52,98th Bomb Wing,1/16/52,B-29,1,,,,,Personnel and equipment,,BT 9836,52SBH9836,38.24934N, 126.69156E,,,14,500 GP,Radar,,162048I,Close support,17500 - 18500,,,Instantaneous,Instantaneous,7000,EXETER
"
5514",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Personnel and equipment,,BT 9836,52SBH9836,38.24934N, 126.69156E,,,14,500 GP,Radar,,162130I,Close support,17500 - 18500,,3 large and 2 small secondary explosions.,Instantaneous,Instantaneous,7000,EXETER
"
5515",666,16-52,307th Bomb Wing,1/16/52,B-29,1,1,,,,Unknown target,,BT 95493660 to BT 95743690,,,,,,19,500 GP,Radar,,170157I,Close support,18500,,2 secondary explosions smaller than bomb bursts were observed.,VT,0.01,9500,EXETER
"
5516",666,16-52,307th Bomb Wing,1/16/52,B-29,1,1,,,,Unknown target,,CT 0234,52SCH0234,38.23222N, 126.73779E,,,19,500 GP,Radar,,170331I,Close support,17500,,,Instantaneous,Instantaneous,9500,EXETER
"
5517",666,16-52,19th Bomb Group,1/16/52,B-29,1,,,,,Unknown target,,CT 02653446 to CT 02903491,,,,,,20,500 GP,Radar,,162239I,Close support,17500,,Ground controller reported a good drop.,VT,0.01,10000,EXETER
"
5518",666,16-52,19th Bomb Group,1/16/52,B-29,1,1,,,,Unknown target,,CT 02943478 to CT 03053530,,,,,,20,500 GP,Radar,,162252I,Close support,17500,,Crew observed a secondary explosion,VT,0.01,10000,EXETER
"
5519",666,16-52,19th Bomb Group,1/16/52,B-29,1,,,,,Ammunition dump,,BT 9636,52SBH9636,38.24888N, 126.66872E,,,20,500 GP,Radar,,162339I,Close support,16500,,4 small secondary explosions were observed by the crew.,VT,0.01,10000,EXETER
"
5520",666,16-52,19th Bomb Group,1/16/52,B-29,1,1,,,,Ammunition dump,,BT 9636,52SBH9636,38.24888N, 126.66872E,,,20,500 GP,Radar,,162352I,Close support,16500,,1 small and 1 large explosion was observed by the crew.,VT,0.01,10000,EXETER
"
5521",666,16-52,19th Bomb Group,1/16/52,B-29,1,,,,,Unknown target,,CT 1540,52SCH1540,38.28902N, 126.88466E,,,20,500 GP,Radar,,170056I,Close support,17600,,2 secondary explosions were observed.,VT,0.01,10000,EXETER
"
5522",666,16-52,19th Bomb Group,1/16/52,B-29,1,1,,,,Unknown target,,CT 5028,52SCH5028,38.18745N, 127.28721E,,,20,500 GP,Radar,,170113I,Close support,17600,,Bombs dropped during the run landed in an adjacent village.,VT,0.01,10000,EXETER
"
5523",666,16-52,307th Bomb Wing,1/16/52,B-29,1,,,,,Unknown target,,BT 96733550 to BT 93693612,,,,,,20,500 GP,Radar,,170142I,Close support,18500,,,VT,0.01,10000,EXETER
"
5524",666,16-52,307th Bomb Wing,1/16/52,B-29,1,,,,,Unknown target,,BT 9526399 to BT 95743699,,,,,,20,500 GP,Radar,,170257I,Close support,17500,,,VT,0.01,10000,EXETER
"
5525",666,16-52,307th Bomb Wing,1/16/52,B-29,1,,,,,Unknown target,,CT 03230341 to CT 02053466,,,,,,20,500 GP,Radar,,1700331I,Close support,18500,,,0.01,0.01,10000,EXETER
"
5526",666,16-52,19th Bomb Group,1/16/52,B-29,1,,,,Chinnampo,Marshalling yard,,,,,,,,39,500 GP,Radar,,,Interdiction,21500,,,0.01,Non-delay,19500,EXETER
"
5527",666,16-52,98th Bomb Wing,1/16/52,B-29,1,,,,Hungnam,Marshalling yard,,CV 8109,52SCK8109,39.82267N, 127.60951E,,,40,500 GP,Radar,,132303I,Interdiction,18800,,1 large explosion followed by a fire and numberous small secondary flashes were observed.,VT,Non-delay,20000,EXETER
"
5528",666,16-52,19th Bomb Group,1/16/52,B-29,11,,,,Chongju,Railroad bridge,,XD 9194,51SXD9194,39.67449N, 125.22695E,,,437,500 GP,Shoran radar,,,Interdiction,20750 - 22640,,"""Post-strike recon plotted 5 bomb pattersn in the target area. The main bridge was not damaged, but the south bridge was unserviceable, with 2 spans out near the east end. 5 aircraft attacked the large bridge, and the other 6 bombed the small bridge.""",0.01,0.01,208500,EXETER
"
5529",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Supply and personnel,,BT 9833,52SBH9833,38.22232N, 126.69241E,,,5,500 M-76,Radar,,161836I,Close support,17500 - 18500,,Secondary explosions were observed.,Instantaneous,Non-delay,2500,EXETER
"
5530",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Supply and personnel,,CT 0037,52SCH0037,38.25879N, 126.71411E,,,6,500 M-76,Radar,,161851I,Close support,17500 - 18500,,Secondary explosions were observed.,Instantaneous,Non-delay,3000,EXETER
"
5531",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Fuel and barracks area,,BT 9541,52SBH9541,38.29368N, 126.65585E,,,6,500 M-76,Radar,,161914I,Close support,17500 - 18500,,3 secondary explosions were observed.,Instantaneous,Instantaneous,3000,EXETER
"
5532",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Fuel and barracks area,,BT 9940,52SBH9940,38.28558N, 126.70184E,,,6,500 M-76,Radar,,161929I,Close support,17500 - 18500,,2 secondary explosions were observed.,Instantaneous,Instantaneous,3000,EXETER
"
5533",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Personnel and equipment,,BT 9836,52SBH9836,38.24934N, 126.69156E,,,6,500 M-76,Radar,,162048I,Close support,17500 - 18500,,,Instantaneous,Instantaneous,3000,EXETER
"
5534",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Personnel and equipment,,BT 9836,52SBH9836,38.24934N, 126.69156E,,,6,500 M-76,Radar,,162130I,Close support,17500 - 18500,,,Instantaneous,Instantaneous,3000,EXETER
"
5535",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Supply and personnel,,BT 9536,52SBH9536,38.24866N, 126.65730E,,,7,500 M-76,Radar,,162007I,Close support,17500 - 18500,,,Instantaneous,Instantaneous,3500,EXETER
"
5536",666,16-52,98th Bomb Wing,1/16/52,B-29,1,1,,,,Supply and personnel,,BT 9536,52SBH9536,38.24866N, 126.65730E,,,7,500 M-76,Radar,,162022I,Close support,17500 - 18500,,,Instantaneous,Instantaneous,3500,EXETER
"
5537",666,16-52,307th Bomb Wing,1/16/52,B-29,1,1,,,,Unknown target,,CT 00903658 to CT 01453650,,,,,,19,500 M-76,Radar,,170301I,Close support,17500,,,VT,0.01,9500,EXETER
"
5538",666,16-52,307th Bomb Wing,1/16/52,B-29,1,1,,,,Unknown target,,BT 97003380 to BT 96643442,,,,,,19,500 M-76,Radar,,170346I,Close support,18500,,,0.01,0.01,9500,EXETER
"
5539",666,16-52,307th Bomb Wing,1/16/52,B-29,1,,,,,Unknown target,,BT 9635,52SBH9635,38.23988N, 126.66900E,,,20,500 M-76,Radar,,170346I,Close support,17500,,,Instantaneous,Instantaneous,10000,EXETER
"
5540",666,16-52,98th Bomb Wing,1/16/52,B-29,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,21000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,16000,EXETER
"
5541",666,16-52,19th Bomb Group,1/16/52,B-29,1,1,,,Chinnampo,Marshalling yard,,,,,,,,2,M-46,Radar,,,Interdiction,21500,,,M-146,,500,EXETER
"
5542",666,16-52,19th Bomb Group,1/16/52,B-29,11,1,,,Chongju,Railroad bridge,,XD 9194,51SXD9194,39.67449N, 125.22695E,,,100,M-46,Shoran radar,,,Interdiction,20750 - 22640,,"""Post-strike recon plotted 5 bomb pattersn in the target area. The main bridge was not damaged, but the south bridge was unserviceable, with 2 spans out near the east end. 5 aircraft attacked the large bridge, and the other 6 bombed the small bridge.""",M-146,,25000,EXETER
"
5543",666,16-52,91st Strategic Recon Sq,1/16/52,,1,,,,Mission 1-16-1 accomplished reconnaissance of Route Yoke Three. A K-22 aerial camera with a 24 inch cone and an O-15 radar scope were used.,,,,,,,,,,,,,,Recon,12500 - 15000,,Good results.,,,,EXETER
"
5544",666,16-52,91st Strategic Recon Sq,1/16/52,,1,,,,"""Misison 1-16-2 accomplished Japan communication lines 46, 48, 54, and 58 plus FRJ-149, 151, 152, and 153. A K-17 aerial camera with a 6 inch cone was used.""",,,,,,,,,,,,,,Recon,5000 - 22000,,Good results.,,,,EXETER
"
5545",666,16-52,91st Strategic Recon Sq,1/16/52,,1,,,,"""Mission 1-16-3 accomplished FRJ-170, 171, 174, 182, 216, and 182 and attachment. A K-17B aerial camera was used.""",,,,,,,,,,,,,,Recon,5000,,Good results.,,,,EXETER
"
5546",667,17-52,98th Bomb Wing,1/17/52,B-29,8,1,,,,Returned,,,,,,,,4,500 GP,,,,,,,Rack malfunction,,,2000,EXETER
"
5547",667,17-52,98th Bomb Wing,1/17/52,B-29,1,,,,,Unknown target,,CT 5553,52SCH5553,38.41349N, 127.33915E,,,10,500 GP,Radar,,172048I,Close support,,,,0.01,0.01,5000,EXETER
"
5548",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,CT 5360,52SCH5360,38.47622N, 127.31479E,,,10,500 GP,Radar,,172059I,Close support,,,2 secondary explosions.,0.01,0.01,5000,EXETER
"
5549",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,CT 5960,52SCH5960,38.47719N, 127.38355E,,,10,500 GP,Radar,,172109I,Close support,,,,0.01,0.01,5000,EXETER
"
5550",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,CT 6070,52SCH6070,38.56743N, 127.39300E,,,10,500 GP,Radar,,172118I,Close support,,,Red flash.,0.01,0.01,5000,EXETER
"
5551",667,17-52,98th Bomb Wing,1/17/52,B-29,1,,,,,Unknown target,,DT 179493 to DT192439,,,,,,10,500 GP,Radar,,180419I,Close support,,,,,,5000,EXETER
"
5552",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,DT 155509 to DT 154507,,,,,,10,500 GP,Radar,,180435I,Close support,,,1 secondary explosion.,,,5000,EXETER
"
5553",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,DT 137507 to DT 141507,,,,,,10,500 GP,Radar,,180455I,Close support,,,,,,5000,EXETER
"
5554",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,DT 210560 to DT 212654,,,,,,10,500 GP,Radar,,180508I,Close support,,,,,,5000,EXETER
"
5555",667,17-52,98th Bomb Wing,1/17/52,B-29,1,,,,,Unknown target,,CT 1237,52SCH1237,38.26138N, 126.85117E,,,10,500 GP,Radar,,180419I,Close support,,,3 secondary explosions and 2 fires.,,,5000,EXETER
"
5556",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,CT 0304,52SCH0304,37.96226N, 126.75749E,,,10,500 GP,Radar,,180435I,Close support,,,3 secondary explosions.,,,5000,EXETER
"
5557",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,CT 0221,52SCH0221,38.11514N, 126.74141E,,,10,500 GP,Radar,,180455I,Close support,,,4 secondary explosions.,,,5000,EXETER
"
5558",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,CT 0221,52SCH0221,38.11514N, 126.74141E,,,10,500 GP,Radar,,180508I,Close support,,,2 secondary explosions.,,,5000,EXETER
"
5559",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Jettisoned,,,,,,,,18,500 GP,,,,,,,,,,9000,EXETER
"
5560",667,17-52,98th Bomb Wing,1/17/52,B-29,1,,,,,Unknown target,,CT 8975,52SCH8975,38.61658N, 127.72500E,,,20,500 GP,Radar,,172134I,Interdiction,19400,,,0.01,0.01,10000,EXETER
"
5561",667,17-52,98th Bomb Wing,1/17/52,B-29,1,1,,,,Unknown target,,CT block,,,,,,20,500 GP,Radar,,172155I,Interdiction,19400,,3 secondary explosions were observed.,0.01,0.01,10000,EXETER
"
5562",667,17-52,98th Bomb Wing,1/17/52,B-29,1,,,,,Unknown target,,CT block,,,,,,40,500 GP,Radar,,172319I,Interdiction,16000,,,0.01,Non-delay,20000,EXETER
"
5563",667,17-52,98th Bomb Wing,1/17/52,B-29,1,,1,,,Jettisoned,,,,,,3641N,13120E,40,500 GP,,,,,,,Aircraft air-aborted due to feathering of number 3 engine and excessive smoking of number 2.,,,20000,EXETER
"
5564",667,17-52,98th Bomb Wing,1/17/52,B-29,6,,,,Samdong-ni,Marshalling yard,,BU 6358,52SBJ6358,39.33897N, 126.25006E,,,212,500 GP,Shoran radar,,,Evaluation mission,19000 - 22000,,"""The majority of bombs dropped formed a large pattern the entire length of the yards. A large number of bombs cut rail tracks and damaged rolling stock. Several box cars were blown across tracks thereby blocking them. 1 locomotive was surrounded by 4 near misses and was possibly damaged. The tracks were cut at each end of the locomotive. Tracks leading North remained cut at the time of reconnaissance. (18 Jan, 1952), but the East-West and South tracks were serviceable at the time or reconnaissance.""",0.01,Non-delay,106000,EXETER
"
5565",667,17-52,98th Bomb Wing,1/17/52,B-29,7,,,,Sinanju,Highway bridge,,YD 2488,51SYD2488,39.61247N, 125.60933E,,,255,500 GP,Shoran radar,,,Interdiction,20500 - 22000,,3 bomb patterns overlapped at the southern end of the highway bridge. The bridge appeared to be serviceable. Crews observed the bombs walk across the target area causing 3 orange-flash secondary explosions.1 crew sighted a convoy on the bridge at time of bombs away.,0.01,0.01,127500,EXETER
"
5566",667,17-52,98th Bomb Wing,1/17/52,B-29,8,,,,Sinhungdong,Railroad bridge,,BV 5122,52SBK5122,39.91152N, 126.08691E,,,310,500 GP,Shoran radar,,,Interdiction,21000 - 23000,,Post-strike recon revealed the bomb drops combined to form one large pattern across the target. The bridge was unserviceable with 2 spans out near the southern end.,0.01,Non-delay,155000,EXETER
"
5567",667,17-52,98th Bomb Wing,1/17/52,B-29,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,18000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,16000,EXETER
"
5568",667,17-52,98th Bomb Wing,1/17/52,B-29,7,1,,,Sinanju,Highway bridge,,YD 2488,51SYD2488,39.61247N, 125.60933E,,,2,M-46,Shoran radar,,,Interdiction,,,3 bomb patterns overlapped at the southern end of the highway bridge. The bridge appeared to be serviceable. Crews observed the bombs walk across the target area causing 3 orange-flash secondary explosions.1 crew sighted a convoy on the bridge at time of bombs away.,,,500,EXETER
"
5569",667,17-52,98th Bomb Wing,1/17/52,B-29,6,1,,,Samdong-ni,Marshalling yard,,BU 6358,52SBJ6358,39.33897N, 126.25006E,,,6,M-46,Shoran radar,,,Evaluation mission,19000 - 22000,,"""The majority of bombs dropped formed a large pattern the entire length of the yards. A large number of bombs cut rail tracks and damaged rolling stock. Several box cars were blown across tracks thereby blocking them. 1 locomotive was surrounded by 4 near misses and was possibly damaged. The tracks were cut at each end of the locomotive. Tracks leading North remained cut at the time of reconnaissance. (18 Jan, 1952), but the East-West and South tracks were serviceable at the time or reconnaissance.""",,,1500,EXETER
"
5570",667,17-52,98th Bomb Wing,1/17/52,B-29,8,1,,,Sinhungdong,Railroad bridge,,BV 5122,52SBK5122,39.91152N, 126.08691E,,,18,M-46,Shoran radar,,,Interdiction,21000 - 23000,,Post-strike recon revealed the bomb drops combined to form one large pattern across the target. The bridge was unserviceable with 2 spans out near the southern end.,,,4500,EXETER
"
5571",667,17-52,98th Bomb Wing,1/17/52,B-29,6,1,,,Samdong-ni,Marshalling yard,,BU 6358,52SBJ6358,39.33897N, 126.25006E,,,23,,Shoran radar,,,Evaluation mission,19000 - 22000,,"""The majority of bombs dropped formed a large pattern the entire length of the yards. A large number of bombs cut rail tracks and damaged rolling stock. Several box cars were blown across tracks thereby blocking them. 1 locomotive was surrounded by 4 near misses and was possibly damaged. The tracks were cut at each end of the locomotive. Tracks leading North remained cut at the time of reconnaissance. (18 Jan, 1952), but the East-West and South tracks were serviceable at the time or reconnaissance.""",VD 1 - 144 hours,,,EXETER
"
5572",667,17-52,91st Strategic Recon Sq,1/17/52,,1,,,,Mission 1-17-1 accomplished reconnaissance of Route Yoke Three. A K-22 aerial camera with a 24 inch cone was used.,,,,,,,,,,,,,,Recon,2000 - 12000,,Fair results.,,,,EXETER
"
5573",667,17-52,91st Strategic Recon Sq,1/17/52,,1,,,,Mission 1-17-2 accomplished Line 17 of the Communications Line project plys FRJ-156 and 201. A T-11 aerial camera and an O-15 radar scope were used.,,,,,,,,,,,,,,Recon,5000 - 10000,,Fair results.,,,,EXETER
"
5574",668,18-52,307th Bomb Wing,1/18/52,B-29,1,1,,,,Front line target,,CT block,,,,,,9,500 GP,Radar,,190114I,Close support,17500,,Ammunition and gasoline explosions with fires lasting for half an hour were observed.,0.01,Instantaneous,4500,EXETER
"
5575",668,18-52,307th Bomb Wing,1/18/52,B-29,1,1,,,,Unknown target,,CT block,,,,,,9,500 GP,Radar,,182220I,Close support,18500,,,VT,0.01,4500,EXETER
"
5576",668,18-52,307th Bomb Wing,1/18/52,B-29,1,,,,,Front line target,,BT block,,,,,,10,500 GP,Radar,,190039I,Close support,17500,,Ammunition and gasoline explosions with fires lasting for half an hour were observed.,0.01,Instantaneous,5000,EXETER
"
5577",668,18-52,307th Bomb Wing,1/18/52,B-29,1,1,,,,Front line target,,BT block,,,,,,10,500 GP,Radar,,190052I,Close support,17500,,Ammunition and gasoline explosions with fires lasting for half an hour were observed.,0.01,Instantaneous,5000,EXETER
"
5578",668,18-52,307th Bomb Wing,1/18/52,B-29,1,1,,,,Front line target,,CT block,,,,,,10,500 GP,Radar,,190104I,Close support,17500,,Ammunition and gasoline explosions with fires lasting for half an hour were observed.,0.01,Instantaneous,5000,EXETER
"
5579",668,18-52,307th Bomb Wing,1/18/52,B-29,1,,,,,Unknown target,,CT block,,,,,,10,500 GP,Radar,,182147I,Close support,18500,,,VT,0.01,5000,EXETER
"
5580",668,18-52,307th Bomb Wing,1/18/52,B-29,1,1,,,,Unknown target,,CT block,,,,,,10,500 GP,Radar,,182158I,Close support,18500,,,VT,0.01,5000,EXETER
"
5581",668,18-52,307th Bomb Wing,1/18/52,B-29,1,1,,,,Unknown target,,CT block,,,,,,10,500 GP,Radar,,182209I,Close support,18500,,,VT,0.01,5000,EXETER
"
5582",668,18-52,307th Bomb Wing,1/18/52,B-29,1,,1,,,Jettisoned,,,,,,3250N,12650E,38,500 GP,,,,,,,Aircraft air-aborted due to interval failure in number 3 engine and consequent oil leak.,,,19000,EXETER
"
5583",668,18-52,307th Bomb Wing,1/18/52,B-29,1,,1,,,Jettisoned,,,,,,3250N,12650E,38,500 GP,,,,,,,Aircraft air-aborted due to a lost valve in number 3 engine. The engine consequently lost oil and trailed white smoke.,,,19000,EXETER
"
5584",668,18-52,307th Bomb Wing,1/18/52,B-29,1,,1,,,Jettisoned,,,,,,1540N,12530E,38,500 GP,,,,,,,Aircraft air-aborted due to internal failure and oile leak in number 3 engine.,,,19000,EXETER
"
5585",668,18-52,307th Bomb Wing,1/18/52,B-29,5,,,,Chinnampo,Marshalling yard,,YC 0989,51SYC0989,38.72496N, 125.40419E,,,180,500 GP,Radar,,,Interdiction,21000 - 24700,,,0.01,0.01,90000,EXETER
"
5586",668,18-52,307th Bomb Wing,1/18/52,B-29,5,,,,Sunchon,South railroad by-pass bridge,,YD 5569,51SYD5569,39.43283N, 125.96273E,,,190,500 GP,Shoran radar,,,Interdiction,20800 - 23100,,Post-strike recon revealed a possible small cut in the center of the bridge which was probably rendered unserviceable. Poor quality of photography and lack of a stereoscope preclueded accurate bomb damage assesment.,0.01,0.01,95000,EXETER
"
5587",668,18-52,98th Bomb Wing,1/18/52,B-29,1,,,,,,,,,,,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,19000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,16000,EXETER
"
5588",668,18-52,307th Bomb Wing,1/18/52,B-29,5,1,,,Chinnampo,Marshalling yard,,YC 0989,51SYC0989,38.72496N, 125.40419E,,,12,M-46,Radar,,,Interdiction,21000 - 24700,,,,,3000,EXETER
"
5589",668,18-52,91st Strategic Recon Sq,1/18/52,,1,,,,Mission 1-18-1 accomplished reconnaissance of Route Yoke Three. A K-22 aerial camera with a 24 inch cone and an O-15 radar scope were used.,,,,,,,,,,,,,,Recon,1500 - 12000,,Good results.,,,,EXETER
"
5590",668,18-52,91st Strategic Recon Sq,1/18/52,,1,,,,Mission 1-18-2 accomplished oblique and vertical coverage of FRJ-493 and 503. A K-38 aerial camera with a 24 inch cone was used.,,,,,,,,,,,,,,Recon,3000 -7000,,Good results.,,,,EXETER
"
5591",668,18-52,91st Strategic Recon Sq,1/18/52,,1,,,,"""Mission 1-18-3 accomplished Lines 32 and 33 on JM-3 plus vertical coverage of FRJ-495. A K-38 aerial camera with a 24 inch cone, a T-11 camera with a 6 inch cone, and an O-15 radar scope were used.""",,,,,,,,,,,,,,Recon,1500 - 7000,,Good results.,,,,EXETER
"
5592",669,19-52,19th Bomb Group,1/19/52,B-29,1,,1,,,Jettisoned,,,,,,,,144,100 GP,,,,,,,Aircraft air-aborted due to excessive oil leak in number 1 engine.,,,14400,EXETER
"
5593",669,19-52,19th Bomb Group,1/19/52,B-29,1,,,,,Unknown target,,BT 94261577 to BT 94001610,,,,,,10,500 GP,Radar,,191909I,Close support,17500,,,0.01,0.01,5000,EXETER
"
5594",669,19-52,19th Bomb Group,1/19/52,B-29,1,1,,,,Unknown target,,BT 94415180 to BT 94511618,,,,,,10,500 GP,Radar,,191931I,Close support,17500,,,0.01,0.01,5000,EXETER
"
5595",669,19-52,19th Bomb Group,1/19/52,B-29,1,1,,,,Unknown target,,CT 036298 to CT 039298,,,,,,10,500 GP,Radar,,191948I,Close support,17500,,"""Ground controller reported a """"shack"""".""",0.01,0.01,5000,EXETER
"
5596",669,19-52,19th Bomb Group,1/19/52,B-29,1,1,,,,Unknown target,,CT 11253307 to CT 11503360,,,,,,10,500 GP,Radar,,192010I,Close support,17500,,3 secondary explosions were observed.,0.01,0.01,5000,EXETER
"
5597",669,19-52,19th Bomb Group,1/19/52,B-29,1,,,,,Vehicles and troops,,CT 619670 to CT 623677,,,,,,10,500 GP,Radar,,192249I,Close support,18600,,,0.01,0.01,5000,EXETER
"
5598",669,19-52,19th Bomb Group,1/19/52,B-29,1,1,,,,Vehicles and troops,,CT 625681 to CT 634682,,,,,,10,500 GP,Radar,,192391I,Close support,18600,,,0.01,0.01,5000,EXETER
"
5599",669,19-52,19th Bomb Group,1/19/52,B-29,1,1,,,,Vehicles and troops,,CT 614672 to CT 617178,,,,,,10,500 GP,Radar,,192313I,Close support,18600,,,0.01,0.01,5000,EXETER
"
5600",669,19-52,19th Bomb Group,1/19/52,B-29,1,1,,,,Vehicles and troops,,CT 623679 to CT 629683,,,,,,10,500 GP,Radar,,192325I,Close support,18600,,,0.01,0.01,5000,EXETER
"
5601",669,19-52,19th Bomb Group,1/19/52,B-29,1,1,,,,Jettisoned,,,,,,3300N,12525E,20,500 GP,,,,,,,Failure of the front bomb bay doors to open over target.,,,10000,EXETER
